"code","time","rate","species","file","file.cut","sgmt","file.cut.sgmt"
"song",24,1.25,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",24,3.75,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",26,1.25,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",26,3.75,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",28,1,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",28,3.5,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",30,1,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",30,3.75,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",32,1,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",32,3.75,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",34,1,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",34,3.5,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",36,1,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",36,3.75,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"song",37.5595,0.961846745751844,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",37.5595,3.84738698300737,"Phaethornis yaruqui","entry0041_2000-01-01T000000_000.csv","entry0041_2000-01-01T000000_000.csv-2",1,"entry0041_2000-01-01T000000_000.csv-2-1"
"wag",0,2.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",2,0.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",2,3,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",4,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",4,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",6,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",6,3.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",8,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",8,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",10,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",10,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",12,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",12,3.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",14,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",14,3.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",16,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",16,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",18,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",18,3.25,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",20,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",20,3.25,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",22,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",22,3.25,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",24,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",24,3,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",26,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",26,3.25,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",28,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",28,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",30,0.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",30,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",32,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",32,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",34,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",34,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",36,0.75,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",36,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",38,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"wag",38,3.5,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",40,1,"Phaethornis yaruqui","entry0045_2000-01-01T000000_000.csv","entry0045_2000-01-01T000000_000.csv-1",1,"entry0045_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",0,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",2,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",2,3.5,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",4,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",4,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",6,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",6,3,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",8,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",8,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",10,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",10,2.5,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",12,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",12,2.5,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",14,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",14,3.5,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",16,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",16,3,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",18,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",18,2,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",20,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",20,2.5,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",22,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",22,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",24,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",24,2.75,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",26,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",26,2.75,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",28,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",28,3,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",30,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",30,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",32,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",32,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",34,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",34,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",36,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",36,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",38,1,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"wag",38,3.25,"Phaethornis yaruqui","entry0047_2000-01-01T000000_000.csv","entry0047_2000-01-01T000000_000.csv-1",1,"entry0047_2000-01-01T000000_000.csv-1-1"
"song",0,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",0,2.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",2,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",2,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",4,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",4,3.75,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",6,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",6,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",8,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",8,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",10,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",10,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",12,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",12,3,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",14,1.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",14,3,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",16,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",16,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",18,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",18,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",20,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",20,3.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",22,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",22,2.75,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",24,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",24,2.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",26,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",26,1.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",28,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",28,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",30,1.25,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",30,1.75,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",32,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",32,2.75,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",34,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",34,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",36,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"wag",36,3.5,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
"song",38,1,"Phaethornis yaruqui","entry0048_2000-01-01T000000_000.csv","entry0048_2000-01-01T000000_000.csv-1",1,"entry0048_2000-01-01T000000_000.csv-1-1"
